event,line,opcode,args,context
event_0986.txt,68,Func136,5,The curse has been lifted\r\nfrom the Hammer!\BRK | The Sickle's curse\r\nhas been removed!\BRK
event_0986.txt,69,Func137,5,The curse has been lifted\r\nfrom the Hammer!\BRK | The Sickle's curse\r\nhas been removed!\BRK
event_0987.txt,22,Func145,,I'll get today's shipment!\BRK | You're shipping a lot today!\r\nKeep up the good work!\BRK
event_0988.txt,5,Proc067,,
event_0991.txt,36,Proc0A9,1,You can't go outside today.\BRK
event_0992.txt,67,Func083,2,"So you're the new guy at\r\nthe farm, eh?\BRK\WAIT_CLICK\xFF!'s not a \r\nbad name, I suppose...\BRK\WAIT_CLICKMy name's Rick. I live\r\nhere with my mom and \r\nsister, Popuri.\BRK"
event_0992.txt,508,Proc046,,"Marriage, huh?\r\nThat's great! The farm \r\nshould become even more\BRK\r\nfun, then!\BRK"
event_0992.txt,513,Func05D,0,"Marriage, huh?\r\nThat's great! The farm \r\nshould become even more\BRK\r\nfun, then!\BRK"
event_0993.txt,181,Func083,3,"Hello, my name is Popuri.\r\nWhat's your's?\BRK\WAIT_CLICKNice to meet you!\BRK"
event_0993.txt,876,Proc046,,
event_0993.txt,881,Func05D,0,Wait one second!\r\nLet's talk at your place!\BRK
event_0994.txt,45,Func083,1,"Hi, I haven't seen you\r\naround here before!\BRK\WAIT_CLICKAh...I know, you're \r\n\xFF!, right? \r\nThomas mentioned you.\BRK\WAIT_CLICKI'm Lillia. Very nice\r\nto meet you!\BRK"
event_0994.txt,496,Proc046,,"While I'm thinking of it,\r\nlet me tell you the recipe\r\nfor Scrambled Eggs. It's\BRK\WAIT_CLICKeasy. All you do is put\r\nOil in a Frying Pan, then\r\nput in the Eggs.\BRK\r\nThat's it!\BRK\WAIT_CL"
event_0994.txt,501,Func05D,0,"While I'm thinking of it,\r\nlet me tell you the recipe\r\nfor Scrambled Eggs. It's\BRK\WAIT_CLICKeasy. All you do is put\r\nOil in a Frying Pan, then\r\nput in the Eggs.\BRK\r\nThat's it!\BRK\WAIT_CL"
event_0994.txt,510,Func077,4,"Ah, a Blue Feather...\BRK\WAIT_CLICKMy husband went off to look\r\nfor one for me, but then \r\ndidn't come back for a \BRK\r\nlong time!\BRK | My husband wrote me a \r\nwhile ago, saying he\r\nwould "
event_0995.txt,971,Proc046,,Boo...baa....boo...\BRK
event_0996.txt,71,Func083,0x17,".........Hi....\BRK | So you're the new guy at\r\nthat farm, huh?\BRK\WAIT_CLICKMy name?\r\nIt's Cliff. Nice to\r\nmeet you.\BRK"
event_0996.txt,526,Proc046,,"Ah, a Blue Feather!\r\nIn the town where I grew\r\nup, we used a Blue Feather\BRK\r\nto propose as well!\BRK"
event_0996.txt,531,Func05D,0,"Ah, a Blue Feather!\r\nIn the town where I grew\r\nup, we used a Blue Feather\BRK\r\nto propose as well!\BRK"
event_0997.txt,50,Func083,0x1C,"Hey, how are you!\r\nMy name is Zack, and I'm\r\nin charge of shipping \BRK\r\naround here.\BRK\WAIT_CLICKI'll come to pick up \r\nwhatever you have to ship\r\neveryday except holidays.\BRK"
event_0997.txt,498,Proc046,,"Oh, that's right!\r\nI was going to tell you \r\nhow to make some \BRK\r\ndelicious Fried Noodles!\BRK\WAIT_CLICKAll you do is put Oil in \r\na Frying Pan, then fry\r\nthe noodles! That's it!\BRK\WAIT"
event_0997.txt,503,Func05D,0,"Oh, that's right!\r\nI was going to tell you \r\nhow to make some \BRK\r\ndelicious Fried Noodles!\BRK\WAIT_CLICKAll you do is put Oil in \r\na Frying Pan, then fry\r\nthe noodles! That's it!\BRK\WAIT"
event_0997.txt,512,Func077,5,"Hmmph! You have it \r\nlucky, you know that!?...\BRK\WAIT_CLICKThe girl I wanted to marry\r\nup and married someone \r\nelse! And I thought she \BRK\WAIT_CLICKwould wait until I was \r\nolder...\BRK |"
event_0998.txt,56,Func083,0x14,"Hello, there. Who are you?\BRK\WAIT_CLICK...Oh, you're the new \r\nperson at the farm that\r\nthe Mayor was mentioning.\BRK\WAIT_CLICKI'm the Doctor of this \r\nvillage. Nice to meet you.\BRK"
event_0998.txt,504,Proc046,,"Thanks so much!\BRK\WAIT_CLICKAs thanks, I'll teach you a\r\ngreat recipe for mixed \r\nfruit and vegetable juice.\BRK\WAIT_CLICKI don't have anything to \r\nwrite it down on, but \r\njust remember it"
event_0998.txt,509,Func05D,0,"Thanks so much!\BRK\WAIT_CLICKAs thanks, I'll teach you a\r\ngreat recipe for mixed \r\nfruit and vegetable juice.\BRK\WAIT_CLICKI don't have anything to \r\nwrite it down on, but \r\njust remember it"
event_0998.txt,518,Func077,2,A Blue Feather...\r\nAnyone I know...?\BRK | Have you heard of \r\nForget-me-not Valley?\BRK\WAIT_CLICKRumors are that another \r\ndoctor I know lives there.\BRK\WAIT_CLICKHe might look a little \r\ns
event_0999.txt,103,Func083,0x24,"Hello...\r\nYour name is \xFF!?\BRK\WAIT_CLICKMine is Staid, budum.\r\nWelcome, budum.\BRK"
event_0999.txt,423,Func10D,"3, var_6",
event_0999.txt,444,Proc046,,"Our Tea Party is in \r\nthe Spring, budum.\BRK | Did you bring an invitation?\r\nEveryone! Get the Tea Set\r\nready!...\BRK | Sorry, but not everyone\r\nis here, budum, so we can't \r\nhave the Tea Pa"
event_0999.txt,584,Proc046,,"Weee!  What a pretty \r\nfeather!  I bet it has\r\nspecial power, budum!\BRK"
event_0999.txt,589,Func05D,0,"Weee!  What a pretty \r\nfeather!  I bet it has\r\nspecial power, budum!\BRK"
event_0999.txt,688,Func0CC,0x24,"Do you need something?\BRK | I'll get started \r\ntomorrow, budum.\BRK"
event_0999.txt,802,Func0CE,0x24,"Really, budum?\r\nIs that so...?\BRK | We already played today!\r\nLet's play tomorrow, budum.\BRK"
event_0999.txt,834,Func0D5,0x24,"Let's play the\r\nwatering game, budum!\BRK | I think I've gotten \r\nbetter than before, budum!\BRK | I hope I don't make \r\ntoo many mistakes...\BRK"
event_0999.txt,855,Func0D4,0x24,"Let's play the\r\nharvest game, budum!\BRK | I think I've gotten \r\nbetter than before, budum!\BRK | I hope I don't make \r\ntoo many mistakes...\BRK"
event_0999.txt,876,Func0D6,0x24,"Let's play the\r\nanimal husbandry game,\r\nbudum!\BRK | I think I've gotten \r\nbetter than before, budum!\BRK | I hope I don't make \r\ntoo many mistakes...\BRK"
event_0999.txt,907,Func0D5,0x24,"If you say so.\r\nCome again, budum...\BRK | We're already done\r\nworking for the day!\BRK"
event_0999.txt,912,Func0CE,0x24,"If you say so.\r\nCome again, budum...\BRK | We're already done\r\nworking for the day!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK"
event_0999.txt,914,Func0CD,"0x24, 0","We're already done\r\nworking for the day!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK"
event_0999.txt,921,Func0CD,"0x24, 0","I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK"
event_0999.txt,928,Func0CD,"0x24, 0","I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK | Harvesting is fun, budum!\r\nLet's do more!\BRK | Now I'm a master harvester!\r\nJust lea"
event_0999.txt,941,Func0CD,"0x24, 1","Harvesting is fun, budum!\r\nLet's do more!\BRK | Now I'm a master harvester!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK"
event_0999.txt,948,Func0CD,"0x24, 1","Now I'm a master harvester!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK"
event_0999.txt,955,Func0CD,"0x24, 1","I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK | Watering is fun, budum!\r\nLet's do more!\BRK | Now I'm a master waterer!\r\nJust leave i"
event_0999.txt,968,Func0CD,"0x24, 2","Watering is fun, budum!\r\nLet's do more!\BRK | Now I'm a master waterer!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK"
event_0999.txt,975,Func0CD,"0x24, 2","Now I'm a master waterer!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK"
event_0999.txt,982,Func0CD,"0x24, 2","I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK | Taking care of animals\r\nis fun, budum!\r\nLet's do more!\BRK | Now I'm great at\r\ntaki"
event_0999.txt,996,Func0CC,0x24,"Taking care of animals\r\nis fun, budum!\r\nLet's do more!\BRK | Now I'm great at\r\ntaking care of the animals!\r\nJust leave it to me, budum!\BRK | I'll do my best, budum.\BRK"
event_0999.txt,1014,Proc0D1,0x24,"I'll do my best, budum.\BRK | OK. Tomorrow I'll rest,\r\nbudum.\BRK"
event_1000.txt,101,Func083,0x2A,...........................\r\nYour name's \xFF!?\BRK\WAIT_CLICKMine is Timid...budum...\BRK
event_1000.txt,421,Func10D,"3, var_6",
event_1000.txt,442,Proc046,,"Our Tea Party is in \r\nthe Spring, budum.\BRK | Did you bring an invitation?\r\nEveryone! Get the Tea Set\r\nready!...\BRK | Sorry, but not everyone\r\nis here, budum, so we can't\r\nhave the Tea Par"
event_1000.txt,582,Proc046,,"What a wondrous feather!\r\nJust looking at it makes\r\nme happy, budum!\BRK"
event_1000.txt,587,Func05D,0,"What a wondrous feather!\r\nJust looking at it makes\r\nme happy, budum!\BRK"
event_1000.txt,686,Func0CC,0x2A,"Do you want something?\BRK | I'll get started \r\ntomorrow, budum.\BRK"
event_1000.txt,800,Func0CE,0x2A,"Really, budum?\r\nIs that so...?\BRK | We already played today!\r\nLet's play tomorrow, budum.\BRK"
event_1000.txt,832,Func0D5,0x2A,"Let's play the\r\nwatering game, budum!\BRK | I think I've gotten \r\nbetter than before, budum!\BRK | I hope I don't make \r\ntoo many mistakes...\BRK"
event_1000.txt,853,Func0D4,0x2A,"Let's play the\r\nharvest game, budum!\BRK | I think I've gotten \r\nbetter than before, budum!\BRK | I hope I don't make \r\ntoo many mistakes...\BRK"
event_1000.txt,874,Func0D6,0x2A,"Let's play the\r\nanimal husbandry game,\r\nbudum!\BRK | I think I've gotten \r\nbetter than before, budum!\BRK | I hope I don't make \r\ntoo many mistakes...\BRK"
event_1000.txt,905,Func0D5,0x2A,"Really, budum?\r\nIs that so...?\BRK | I'm done for today, budum!\BRK"
event_1000.txt,910,Func0CE,0x2A,"Really, budum?\r\nIs that so...?\BRK | I'm done for today, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK"
event_1000.txt,912,Func0CD,"0x2A, 0","I'm done for today, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK"
event_1000.txt,919,Func0CD,"0x2A, 0","I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK"
event_1000.txt,926,Func0CD,"0x2A, 0","I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK | Harvesting is fun, budum!\r\nLet's do more!\BRK | Now I'm a master harvester!\r\nJust lea"
event_1000.txt,939,Func0CD,"0x2A, 1","Harvesting is fun, budum!\r\nLet's do more!\BRK | Now I'm a master harvester!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK"
event_1000.txt,946,Func0CD,"0x2A, 1","Now I'm a master harvester!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK"
event_1000.txt,953,Func0CD,"0x2A, 1","I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK | Watering is fun, budum!\r\nLet's do more!\BRK | Now I'm a master waterer!\r\nJust leave i"
event_1000.txt,966,Func0CD,"0x2A, 2","Watering is fun, budum!\r\nLet's do more!\BRK | Now I'm a master waterer!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK"
event_1000.txt,973,Func0CD,"0x2A, 2","Now I'm a master waterer!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK"
event_1000.txt,980,Func0CD,"0x2A, 2","I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK | Taking care of animals\r\nis fun, budum!\r\nLet's do more!\BRK | Now I'm great at\r\ntaki"
event_1000.txt,994,Func0CC,0x2A,"Taking care of animals\r\nis fun, budum!\r\nLet's do more!\BRK | Now I'm great at\r\ntaking care of the animals!\r\nJust leave it to me, budum!\BRK | I'll do my best, budum.\BRK"
event_1000.txt,1012,Proc0D1,0x2A,"I'll do my best, budum.\BRK | OK. Tomorrow I'll rest,\r\nbudum.\BRK"
event_1001.txt,103,Func083,0x25,"Nice to meet you!\r\nYour name is \xFF!?\BRK\WAIT_CLICKMine is Nappy. \r\nHow do you do, budum.\BRK"
event_1001.txt,425,Func10D,"3, var_6",
event_1001.txt,446,Proc046,,"Our Tea Party is in \r\nthe Spring, budum.\BRK | Did you bring an invitation?\r\nEveryone! Get the Tea Set\r\nready!...\BRK | Sorry, but not everyone\r\nis here, budum, so we can't\r\nhave the Tea Par"
event_1001.txt,586,Proc046,,"This is the first time I've\r\nseen a Blue Feather, budum.\r\nWhat kind of animal \BRK\r\ndoes it come from?\BRK"
event_1001.txt,591,Func05D,0,"This is the first time I've\r\nseen a Blue Feather, budum.\r\nWhat kind of animal \BRK\r\ndoes it come from?\BRK"
event_1001.txt,690,Func0CC,0x25,"Did you need something?\BRK | I'll get started \r\ntomorrow, budum.\BRK"
event_1001.txt,804,Func0CE,0x25,"Really, budum?\r\nIs that so...?\BRK | We already played today!\r\nLet's play tomorrow, budum.\BRK"
event_1001.txt,836,Func0D5,0x25,"Let's play the\r\nwatering game, budum!\BRK | I think I've gotten \r\nbetter than before, budum!\BRK | I hope I don't make \r\ntoo many mistakes...\BRK"
event_1001.txt,857,Func0D4,0x25,"Let's play the harvest game.\BRK | I think I've gotten \r\nbetter than before, budum!\BRK | I hope I don't make \r\ntoo many mistakes...\BRK"
event_1001.txt,878,Func0D6,0x25,"Let's play the\r\nanimal husbandry game,\r\nbudum!\BRK | I think I've gotten \r\nbetter than before, budum!\BRK | I hope I don't make \r\ntoo many mistakes...\BRK"
event_1001.txt,909,Func0D5,0x25,"Really?\r\nThat's too bad, budum...\BRK | We're already done\r\nworking for the day!\BRK"
event_1001.txt,914,Func0CE,0x25,"Really?\r\nThat's too bad, budum...\BRK | We're already done\r\nworking for the day!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK"
event_1001.txt,916,Func0CD,"0x25, 0","We're already done\r\nworking for the day!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK"
event_1001.txt,923,Func0CD,"0x25, 0","I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK"
event_1001.txt,930,Func0CD,"0x25, 0","I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK | Harvesting is fun, budum!\r\nLet's do more!\BRK | Now I'm a master harvester!\r\nJust lea"
event_1001.txt,943,Func0CD,"0x25, 1","Harvesting is fun, budum!\r\nLet's do more!\BRK | Now I'm a master harvester!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK"
event_1001.txt,950,Func0CD,"0x25, 1","Now I'm a master harvester!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK"
event_1001.txt,957,Func0CD,"0x25, 1","I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK | Watering is fun, budum!\r\nLet's do more!\BRK | Now I'm a master waterer!\r\nJust leave i"
event_1001.txt,970,Func0CD,"0x25, 2","Watering is fun, budum!\r\nLet's do more!\BRK | Now I'm a master waterer!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK"
event_1001.txt,977,Func0CD,"0x25, 2","Now I'm a master waterer!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK"
event_1001.txt,984,Func0CD,"0x25, 2","I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK | Taking care of animals\r\nis fun, budum!\r\nLet's do more!\BRK | Now I'm great at\r\ntaki"
event_1001.txt,998,Func0CC,0x25,"Taking care of animals\r\nis fun, budum!\r\nLet's do more!\BRK | Now I'm great at\r\ntaking care of the animals!\r\nJust leave it to me, budum!\BRK | I'll do my best, budum.\BRK"
event_1001.txt,1016,Proc0D1,0x25,"I'll do my best, budum.\BRK | OK. Tomorrow I'll rest,\r\nbudum.\BRK"
event_1002.txt,104,Func083,0x26,"Hello, stranger!\BRK\WAIT_CLICKHow are you? My name is\r\nBold, budum!\BRK"
event_1002.txt,424,Func10D,"3, var_6",
event_1002.txt,445,Proc046,,"Our Tea Party is in \r\nthe Spring, budum.\BRK | Did you bring an invitation?\r\nEveryone! Get the Tea Set\r\nready!...\BRK | Sorry, but not everyone\r\nis here, budum, so we can't\r\nhave the Tea Par"
event_1002.txt,587,Proc046,,"What a lovely feather!\r\nJust looking at it takes\r\nmy breath away, budum...\BRK"
event_1002.txt,592,Func05D,0,"What a lovely feather!\r\nJust looking at it takes\r\nmy breath away, budum...\BRK"
event_1002.txt,691,Func0CC,0x26,"Did you need something?\BRK | I'll get started \r\ntomorrow, budum.\BRK"
event_1002.txt,805,Func0CE,0x26,"Really, budum?\r\nIs that so...?\BRK | We already played today!\r\nLet's play tomorrow, budum.\BRK"
event_1002.txt,837,Func0D5,0x26,"Let's play the\r\nwatering game, budum!\BRK | I think I've gotten \r\nbetter than before, budum!\BRK | I hope I don't make \r\ntoo many mistakes...\BRK"
event_1002.txt,858,Func0D4,0x26,"Let's play the\r\nharvest game, budum!\BRK | I think I've gotten \r\nbetter than before, budum!\BRK | I hope I don't make \r\ntoo many mistakes...\BRK"
event_1002.txt,879,Func0D6,0x26,"Let's play the\r\nanimal husbandry game,\r\nbudum!\BRK | I think I've gotten \r\nbetter than before, budum!\BRK | I hope I don't make \r\ntoo many mistakes...\BRK"
event_1002.txt,910,Func0D5,0x26,No?\BRK | We're already done\r\nworking for the day!\BRK
event_1002.txt,915,Func0CE,0x26,"No?\BRK | We're already done\r\nworking for the day!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK"
event_1002.txt,917,Func0CD,"0x26, 0","We're already done\r\nworking for the day!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK"
event_1002.txt,924,Func0CD,"0x26, 0","I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK"
event_1002.txt,931,Func0CD,"0x26, 0","I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK | Harvesting is fun, budum!\r\nLet's do more!\BRK | Now I'm a master harvester!\r\nJust lea"
event_1002.txt,944,Func0CD,"0x26, 1","Harvesting is fun, budum!\r\nLet's do more!\BRK | Now I'm a master harvester!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK"
event_1002.txt,951,Func0CD,"0x26, 1","Now I'm a master harvester!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK"
event_1002.txt,958,Func0CD,"0x26, 1","I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK | Watering is fun, budum!\r\nLet's do more!\BRK | Now I'm a master waterer!\r\nJust leave i"
event_1002.txt,971,Func0CD,"0x26, 2","Watering is fun, budum!\r\nLet's do more!\BRK | Now I'm a master waterer!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK"
event_1002.txt,978,Func0CD,"0x26, 2","Now I'm a master waterer!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK"
event_1002.txt,985,Func0CD,"0x26, 2","I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK | Taking care of animals\r\nis fun, budum!\r\nLet's do more!\BRK | Now I'm great at\r\ntaki"
event_1002.txt,999,Func0CC,0x26,"Taking care of animals\r\nis fun, budum!\r\nLet's do more!\BRK | Now I'm great at\r\ntaking care of the animals!\r\nJust leave it to me, budum!\BRK | I'll do my best, budum.\BRK"
event_1002.txt,1017,Proc0D1,0x26,"I'll do my best, budum.\BRK | OK. Tomorrow I'll rest,\r\nbudum.\BRK"
event_1003.txt,104,Func083,0x27,"Hello...\r\nYour name is \xFF!?\BRK\WAIT_CLICKMine is Chef, budum.\r\nWelcome, budum.\BRK"
event_1003.txt,429,Func10D,"3, var_6",
event_1003.txt,450,Proc046,,"Our Tea Party is in \r\nthe Spring, budum.\BRK | Did you bring an invitation?\r\nEveryone! Get the Tea Set\r\nready!...\BRK | Sorry, but not everyone\r\nis here, budum, so we can't\r\nhave the Tea Par"
event_1003.txt,595,Proc046,,"I'll tell you how to make\r\nsome delicious Sweet \r\nPotatos. \BRK\WAIT_CLICKNot even Doug at the Inn\r\ncan make these, bubum!\BRK\WAIT_CLICKThey're our favorite dish \r\nat our Tea Parties, too.\BR"
event_1003.txt,600,Func05D,0,"I'll tell you how to make\r\nsome delicious Sweet \r\nPotatos. \BRK\WAIT_CLICKNot even Doug at the Inn\r\ncan make these, bubum!\BRK\WAIT_CLICKThey're our favorite dish \r\nat our Tea Parties, too.\BR"
event_1003.txt,699,Func0CC,0x27,"Did you need something?\BRK | I'll get started \r\ntomorrow, budum.\BRK"
event_1003.txt,813,Func0CE,0x27,"Really, budum?\r\nIs that so...?\BRK | We already played today!\r\nLet's play tomorrow, budum.\BRK"
event_1003.txt,845,Func0D5,0x27,"Let's play the\r\nwatering game, budum!\BRK | I think I've gotten \r\nbetter than before, budum!\BRK | I hope I don't make \r\ntoo many mistakes...\BRK"
event_1003.txt,866,Func0D4,0x27,"Let's play the\r\nharvest game, budum!\BRK | I think I've gotten \r\nbetter than before, budum!\BRK | I hope I don't make \r\ntoo many mistakes...\BRK"
event_1003.txt,887,Func0D6,0x27,"Let's play the\r\nanimal husbandry game,\r\nbudum!\BRK | I think I've gotten \r\nbetter than before, budum!\BRK | I hope I don't make \r\ntoo many mistakes...\BRK"
event_1003.txt,918,Func0D5,0x27,"Just let me know if\r\nyou need me later, budum.\BRK | We're already done\r\nworking for the day!\BRK"
event_1003.txt,923,Func0CE,0x27,"Just let me know if\r\nyou need me later, budum.\BRK | We're already done\r\nworking for the day!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK"
event_1003.txt,925,Func0CD,"0x27, 0","We're already done\r\nworking for the day!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK"
event_1003.txt,932,Func0CD,"0x27, 0","I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK"
event_1003.txt,939,Func0CD,"0x27, 0","I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK | Harvesting is fun, budum!\r\nLet's do more!\BRK | Now I'm a master harvester!\r\nJust lea"
event_1003.txt,952,Func0CD,"0x27, 1","Harvesting is fun, budum!\r\nLet's do more!\BRK | Now I'm a master harvester!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK"
event_1003.txt,959,Func0CD,"0x27, 1","Now I'm a master harvester!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK"
event_1003.txt,966,Func0CD,"0x27, 1","I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK | Watering is fun, budum!\r\nLet's do more!\BRK | Now I'm a master waterer!\r\nJust leave i"
event_1003.txt,979,Func0CD,"0x27, 2","Watering is fun, budum!\r\nLet's do more!\BRK | Now I'm a master waterer!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK"
event_1003.txt,986,Func0CD,"0x27, 2","Now I'm a master waterer!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK"
event_1003.txt,993,Func0CD,"0x27, 2","I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK | Taking care of animals\r\nis fun, budum!\r\nLet's do more!\BRK | Now I'm great at\r\ntaki"
event_1003.txt,1007,Func0CC,0x27,"Taking care of animals\r\nis fun, budum!\r\nLet's do more!\BRK | Now I'm great at\r\ntaking care of the animals!\r\nJust leave it to me, budum!\BRK | I'll do my best, budum.\BRK"
event_1003.txt,1025,Proc0D1,0x27,"I'll do my best, budum.\BRK | OK. Tomorrow I'll rest,\r\nbudum.\BRK"
event_1004.txt,103,Func083,0x28,"I haven't seen you \r\nbefore, budum. \BRK\WAIT_CLICKYou're \xFF!?\r\nI'm Aqua. Nice to meet you.\BRK"
event_1004.txt,425,Func10D,"3, var_6",
event_1004.txt,446,Proc046,,"Our Tea Party is in \r\nthe Spring, budum.\BRK | Did you bring an invitation?\r\nEveryone! Get the Tea Set\r\nready!...\BRK | Sorry, but not everyone\r\nis here, budum, so we can't\r\nhave the Tea Par"
event_1004.txt,586,Proc046,,"What a beautiful \r\nfeather, budum!\BRK"
event_1004.txt,591,Func05D,0,"What a beautiful \r\nfeather, budum!\BRK"
event_1004.txt,689,Func0CC,0x28,"Did you need something?\BRK | I'll get started \r\ntomorrow, budum.\BRK"
event_1004.txt,803,Func0CE,0x28,"Really, budum?\r\nIs that so...?\BRK | We already played today!\r\nLet's play tomorrow, budum.\BRK"
event_1004.txt,835,Func0D5,0x28,"Let's play the\r\nwatering game, budum!\BRK | I think I've gotten \r\nbetter than before, budum!\BRK"
event_1004.txt,857,Func0D4,0x28,"Let's play the\r\nharvest game, budum!\BRK | I think I've gotten \r\nbetter than before, budum!\BRK"
event_1004.txt,879,Func0D6,0x28,"Let's play the\r\nanimal husbandry game,\r\nbudum!\BRK | I think I've gotten \r\nbetter than before, budum!\BRK"
event_1004.txt,911,Func0D5,0x28,"What? You want\r\nto quit, budum?\BRK | We're already done\r\nworking for the day!\BRK"
event_1004.txt,916,Func0CE,0x28,"What? You want\r\nto quit, budum?\BRK | We're already done\r\nworking for the day!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK"
event_1004.txt,918,Func0CD,"0x28, 0","We're already done\r\nworking for the day!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK"
event_1004.txt,925,Func0CD,"0x28, 0","I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK"
event_1004.txt,932,Func0CD,"0x28, 0","I haven't gotten very\r\ngood at it yet, budum...\BRK | I think I'm getting the\r\nhang of it, budum...!\BRK | Harvesting is fun, budum!\r\nLet's do more!\BRK | Now I'm a master harvester!\r\nJust lea"
event_1004.txt,945,Func0CD,"0x28, 1","Harvesting is fun, budum!\r\nLet's do more!\BRK | Now I'm a master harvester!\r\nJust leave it to me, budum!\BRK | I haven't gotten very\r\ngood at it yet, budum...\BRK"
